wavenumber,d2-fructose_raw,d2-fructose_prob,d-tyrosine_raw,d-tyrosine_prob,d-methionine_raw,d-methionine_prob,d-leucine_raw,d-leucine_prob
2002.31,80.0,0.9999857,132.0,0.99548054,0.0,0.99994504,0.0,0.99831307
2005.26,81.25206306586132,0.9999857,93.21725111776713,0.99548054,-4.496564040088236e-56,0.99994504,-0.04150936482626433,0.99831307
2008.21,43.52695781557172,0.9999857,38.03700901691598,0.99548054,1.7831404019781045e-55,0.99994504,0.16460796470878591,0.99831307
2011.15,195.74348872159766,0.9999857,54.19815268087627,0.99548054,-1.2870221310064145e-54,0.99994504,-1.1880954146129383,0.99831307
2014.09,181.55577696354354,0.9999857,21.529178985808517,0.99548054,7.189599512698211e-54,0.99994504,113.55509840620095,0.99831307
2017.02,106.9921975683388,0.9999857,95.04110336577295,0.99548054,-4.027778443510808e-53,0.99994504,-0.9022174594167396,0.99831307
2019.96,89.8075363299815,0.9999857,51.43092814743221,0.99548054,1.8197855464995853e-52,0.99994504,165.64864728639546,0.99831307
2022.89,2.812168956167846,0.9999857,12.166188852557404,0.99548054,-8.557971513107232e-52,0.99994504,6.866514475165276,0.99831307
2025.81,-1.9003690430416933,0.9999857,21.165697341549116,0.99548054,4.046371656661734e-51,0.99994504,-3.520074521670546,0.99831307
2028.73,54.59948057465543,0.9999857,1.0871026033489026,0.99548054,-1.8122653852264562e-50,0.99994504,43.107112631942314,0.99831307
2031.65,139.27763305482554,0.9999857,1.7256133964172347,0.99548054,7.832354990475978e-50,0.99994504,74.91113318424682,0.99831307
2034.57,3.6479909402151023,0.9999857,-0.3140958006778347,0.99548054,-3.3004754685615403e-49,0.99994504,55.69789235999112,0.99831307
2037.48,109.19790649566298,0.9999857,2.5089738980247933,0.99548054,1.3979741633085616e-48,0.99994504,81.4619993686371,0.99831307
2040.39,78.07269345702674,0.9999857,-10.76066463736256,0.99548054,-5.792088376884162e-48,0.99994504,108.04633260889511,0.99831307
2043.29,115.26313227537143,0.9999857,126.17756795928292,0.99548054,2.398324979816414e-47,0.99994504,44.09603885642548,0.99831307
2046.19,104.70355055205268,0.9999857,22.06277648141994,0.99548054,-9.74662077251587e-47,0.99994504,131.58748357582118,0.99831307
2049.09,90.00712953788236,0.9999857,-5.606432929593371,0.99548054,3.902937012710543e-46,0.99994504,117.45622885459369,0.99831307
2051.98,43.24072598876043,0.9999857,-1.848685553202487,0.99548054,-1.5581074376860063e-45,0.99994504,124.47052913737315,0.99831307
2054.87,-3.7187089894921153,0.9999857,34.31586183717006,0.99548054,6.13760908672488e-45,0.99994504,227.07359992681748,0.99831307
2057.76,57.574122016463974,0.9999857,42.9006072551113,0.99548054,-2.39088665765571e-44,0.99994504,227.9930292800545,0.99831307
2060.64,104.5058770036376,0.9999857,-2.976209759354388,0.99548054,9.263570090454218e-44,0.99994504,211.31544480399063,0.99831307
2063.52,86.09312284253595,0.9999857,70.19030240407321,0.99548054,-3.5508400086383192e-43,0.99994504,230.06383202866633,0.99831307
2066.39,75.54596951806785,0.9999857,144.41365309687535,0.99548054,1.3504111367671324e-42,0.99994504,158.10944511194364,0.99831307
2069.27,23.843691179965326,0.9999857,44.51125480099345,0.99548054,-5.07909159342585e-42,0.99994504,48.743978474254675,0.99831307
2072.13,124.13768988565351,0.9999857,-12.465936268836007,0.99548054,1.8934649895801263e-41,0.99994504,145.762677395591,0.99831307
2075.0,123.96627183186537,0.9999857,46.71350506333216,0.99548054,-6.992177498360804e-41,0.99994504,246.45469343705304,0.99831307
2077.86,102.31941544318097,0.9999857,123.97124316958221,0.99548054,2.552972757807133e-40,0.99994504,175.27375654668418,0.99831307
2080.71,86.59071491137692,0.9999857,99.35697087836601,0.99548054,-9.189459725611563e-40,0.99994504,128.8620677040972,0.99831307
2083.57,104.84921527858405,0.9999857,89.73085584773924,0.99548054,3.2828363795827625e-39,0.99994504,91.36824396118182,0.99831307
2086.42,111.17784983399905,0.9999857,96.607086985586,0.99548054,-1.1532910607688005e-38,0.99994504,139.7039448096776,0.99831307
2089.27,53.73523630573853,0.9999857,55.23927002996476,0.99548054,3.9969611438057144e-38,0.99994504,148.7079425540965,0.99831307
2092.11,128.7598799981413,0.9999857,65.74864515608695,0.99548054,-1.35275777310768e-37,0.99994504,3.0026322133562906,0.99831307
2094.95,192.229730633021,0.9999857,59.33634880442421,0.99548054,4.4881244031445455e-37,0.99994504,2.6518892927168767,0.99831307
2097.79,178.4313543387155,0.9999857,66.72787806267269,0.99548054,-1.4546022782167734e-36,0.99994504,-3.7728684324976958,0.99831307
2098.91,85.69020667089725,0.9999857,56.4370382029504,0.99548054,-2.650168982942139e-36,0.99994504,-6.42840048438838,0.99831307
2102.04,82.23497762357678,0.9999857,49.35293871050649,0.99548054,9.490513092666672e-36,0.99994504,38.050008938284364,0.99831307
2105.15,108.16929782679955,0.9999857,115.64960089614019,0.99548054,-3.2771535987453275e-35,0.99994504,11.485493842960006,0.99831307
2108.27,88.84599355464894,0.9999857,13.3675248121698,0.99548054,1.0608595195892263e-34,0.99994504,-2.17163013365015,0.99831307
2111.38,70.91017079191445,0.9999857,51.408498835508716,0.99548054,-3.1733712818262915e-34,0.99994504,0.3442508693424243,0.99831307
2114.49,37.337446535676904,0.9999857,71.84631614733587,0.99548054,8.054578788098379e-34,0.99994504,0.10139317809347148,0.99831307
2117.6,60.222435327023135,0.9999857,94.09163989356325,0.99548054,-1.2476843305073148e-33,0.99994504,8.844467532456514,0.99831307
2120.7,80.54626608692983,0.9999857,46.979669550639734,0.99548054,-2.7131427164406113e-33,0.99994504,52.03699074286245,0.99831307
2123.8,135.8421146049381,0.9999857,169.87057447262083,0.99548054,4.187053589634427e-32,0.99994504,33.22346064200156,0.99831307
2126.9,130.66424746006876,0.9999857,67.99616524071185,0.99548054,-2.868496130932165e-31,0.99994504,104.070443919908,0.99831307
2129.99,0.6430014504049136,0.9999857,35.709162411643746,0.99548054,1.5510827800624785e-30,0.99994504,119.2489231344439,0.99831307
2133.08,35.27902184260546,0.9999857,68.56251983883975,0.99548054,-7.636268396604898e-30,0.99994504,81.59869975983436,0.99831307
2136.17,66.562320902043,0.9999857,-11.300956358707383,0.99548054,3.543147427598426e-29,0.99994504,61.32861637356486,0.99831307
2139.25,42.64096653890633,0.9999857,75.61856126707477,0.99548054,-1.557286981377348e-28,0.99994504,43.7784545968819,0.99831307
2142.33,75.53640742246844,0.9999857,97.10008590839315,0.99548054,6.6555665704941975e-28,0.99994504,153.2341179364577,0.99831307
2145.41,120.4981406097467,0.9999857,75.2268367240069,0.99548054,-2.7796164054178412e-27,0.99994504,37.54696512183673,0.99831307
2148.49,148.6773939161157,0.9999857,218.10865704049795,0.99548054,1.1380690598771254e-26,0.99994504,105.96752631283374,0.99831307
2151.56,174.0532026809521,0.9999857,61.1619015024859,0.99548054,-4.552440322334971e-26,0.99994504,24.355437336482048,0.99831307
2154.63,85.9433494723648,0.9999857,123.9910764585222,0.99548054,1.7958604212389783e-25,0.99994504,86.83830089701053,0.99831307
2157.69,33.46986817402064,0.9999857,96.25028454436914,0.99548054,-6.967622221474953e-25,0.99994504,222.69928531995268,0.99831307
2160.75,69.58760587016286,0.9999857,18.508659942049643,0.99548054,2.6737924483892252e-24,0.99994504,47.13333713541881,0.99831307
2163.81,26.02976174441466,0.9999857,21.180631741725605,0.99548054,-1.0146638065786696e-23,0.99994504,92.5095173179372,0.99831307
2166.87,95.30251688779809,0.9999857,70.0209648274297,0.99548054,3.805848628005041e-23,0.99994504,115.12341664681342,0.99831307
2169.92,126.21881328605318,0.9999857,91.42387776868846,0.99548054,-1.4116075953723816e-22,0.99994504,72.32557141643176,0.99831307
2172.97,66.84306653296534,0.9999857,5.744354781877123,0.99548054,5.177639242959947e-22,0.99994504,79.69720494053962,0.99831307
2176.02,60.41839636824594,0.9999857,54.172268159864885,0.99548054,-1.8754148097568507e-21,0.99994504,110.38358910224588,0.99831307
2179.06,60.85279628387527,0.9999857,61.52356542337569,0.99548054,6.732777209965454e-21,0.99994504,148.1401953084824,0.99831307
2182.1,134.75571329818774,0.9999857,126.6563462133822,0.99548054,-2.384602907792172e-20,0.99994504,67.40713092172236,0.99831307
2185.14,158.0298199619714,0.9999857,77.48004600472483,0.99548054,8.308730393213659e-20,0.99994504,98.56691113702527,0.99831307
2188.17,31.693950952227954,0.9999857,64.36233125703097,0.99548054,-2.871201644785286e-19,0.99994504,150.0417469799092,0.99831307
2191.2,111.43539149493398,0.9999857,38.096126599006006,0.99548054,9.726462601983085e-19,0.99994504,49.71482798933393,0.99831307
2194.23,6.761535817126713,0.9999857,3.549203430717397,0.99548054,-3.2096854974037456e-18,0.99994504,106.99638516870854,0.99831307
2197.26,123.4801023208762,0.9999857,8.46996009088029,0.99548054,1.0211939915923377e-17,0.99994504,128.35083627230122,0.99831307
2200.28,30.8595960504166,0.9999857,86.26640233281876,0.99548054,-3.1827591696288104e-17,0.99994504,99.10688582869449,0.99831307
2203.3,38.28182563124922,0.9999857,20.547453228169033,0.99548054,9.314818425555007e-17,0.99994504,98.85300694871572,0.99831307
2206.31,13.620072712552679,0.9999857,36.4096973576943,0.99548054,-2.6108585163762083e-16,0.99994504,2.5353152538691415,0.99831307
2209.32,103.48724473317014,0.9999857,76.77476940148554,0.99548054,6.289169067695157e-16,0.99994504,40.64809593230969,0.99831307
2212.33,54.33766462211358,0.9999857,54.425081597753234,0.99548054,-9.720266912118615e-16,0.99994504,1.1096475989705201,0.99831307
2215.34,16.834658045146934,0.9999857,24.903429291472538,0.99548054,-1.8317785817973228e-15,0.99994504,49.27235557200672,0.99831307
2218.34,197.28963507688016,0.9999857,25.347386456079718,0.99548054,2.4131710306475512e-14,0.99994504,58.810820482162306,0.99831307
2221.34,-2.385714187844768,0.9999857,60.70467407692695,0.99548054,-1.5733430342444737e-13,0.99994504,74.08121679065772,0.99831307
2224.34,106.17818360878255,0.9999857,118.64416138373868,0.99548054,8.476773186728538e-13,0.99994504,124.37455854503646,0.99831307
2227.33,35.136852302494965,0.9999857,133.24203013763508,0.99548054,-3.92320217357425e-12,0.99994504,77.93170383599556,0.99831307
2230.32,2.2759732289437786,0.9999857,101.74048686596394,0.99548054,1.754169902806047e-11,0.99994504,193.74790992809602,0.99831307
2233.3,55.9476669914254,0.9999857,168.20158161949067,0.99548054,-7.298312641250437e-11,0.99994504,59.984488562092736,0.99831307
2236.29,74.56163682013499,0.9999857,-4.927557071936804,0.99548054,3.1415398108499853e-10,0.99994504,62.5815885614555,0.99831307
2239.27,125.9214769870138,0.9999857,87.84325558879478,0.99548054,-1.280428424144659e-09,0.99994504,177.06564986951642,0.99831307
2242.24,35.573297955648464,0.9999857,105.64731756375546,0.99548054,4.995931136432245e-09,0.99994504,193.9871467530818,0.99831307
2245.22,56.16052695930934,0.9999857,125.9026421417725,0.99548054,-2.0174552984795987e-08,0.99994504,71.48201595558301,0.99831307
2248.19,3.5733022122175706,0.9999857,190.45355614277557,0.99548054,7.836733915462977e-08,0.99994504,33.95355277464655,0.99831307
2251.16,97.47406118670878,0.9999857,106.5495868972083,0.99548054,-3.0400485466122023e-07,0.99994504,138.67443027981068,0.99831307
2254.12,74.89602010148172,0.9999857,69.38325896382251,0.99548054,1.1401432406498471e-06,0.99994504,35.458902529019745,0.99831307
2257.08,76.52887421979054,0.9999857,61.24385757210159,0.99548054,-4.27591661012324e-06,0.99994504,119.03972231138061,0.99831307
2260.04,51.649870805672215,0.9999857,88.31837895519922,0.99548054,1.603577759359754e-05,0.99994504,21.63288087331665,0.99831307
2263.0,8.619539028843311,0.9999857,59.31961235190454,0.99548054,-6.0137017166751816e-05,0.99994504,100.8750987418522,0.99831307
2265.95,134.366709267858,0.9999857,139.74984187149406,0.99548054,0.00021822382433832075,0.99994504,101.79347780461332,0.99831307
2268.9,107.7751263698513,0.9999857,-1.532707637556985,0.99548054,-0.0007913282973504996,0.99994504,8.692215759501003,0.99831307
2271.84,156.0573787161855,0.9999857,97.0771610917869,0.99548054,0.002766994783502496,0.99994504,71.39994451340212,0.99831307
2274.78,139.47351866240996,0.9999857,53.38497466394844,0.99548054,-0.009637397660944328,0.99994504,2.3280173180138433,0.99831307
2277.72,150.94834124939865,0.9999857,59.67541229643672,0.99548054,0.03341912998806436,0.99994504,106.24519924888158,0.99831307
2280.66,156.762258939464,0.9999857,12.25061580947486,0.99548054,-0.11530614472281166,0.99994504,72.25191653378494,0.99831307
2283.59,197.31750014348526,0.9999857,135.32177818326443,0.99548054,0.38862238492298634,0.99994504,78.26647533389374,0.99831307
2286.52,206.61535133034516,0.9999857,154.71183015184943,0.99548054,32.58114522346832,0.99994504,179.97070656447298,0.99831307
2289.45,404.2880144170771,0.9999857,194.4152977054539,0.99548054,80.06423418143449,0.99994504,142.13982916960057,0.99831307
2292.37,235.60930479486635,0.9999857,118.34606610832124,0.99548054,-1.6050758804180352,0.99994504,96.50040132890013,0.99831307
2295.29,187.97798772267214,0.9999857,1.8829690642631296,0.99548054,22.536342058515665,0.99994504,105.03929233090689,0.99831307
2298.21,244.9254423590804,0.9999857,172.18634314204857,0.99548054,-0.6137903620440035,0.99994504,82.3849520881329,0.99831307
2301.12,250.0,0.9999857,157.0,0.99548054,0.0,0.99994504,48.0,0.99831307
